id,type,address,number,postal_code,municipality,province,location,public,available,hours,Latitude,Longitude
9607.0,,Rue de la Station,6.0,5070.0,Aisemont,Namur,,,,,50.40472889999999,4.653878800000001
9608.0,,Rue du Vivat,10.0,6700.0,Stockem,Luxembourg,,,,,49.69225429999999,5.7700445
9609.0,,Rue Jean Laurent,8.0,6750.0,Musson,Luxembourg,,,,,49.55814059999999,5.699732399999999
9610.0,,Rue Lieutenant Liedel,70.0,1070.0,Bruxelles,Bruxelles-Brussel,,,,,50.8317204,4.303164199999999
9611.0,,Kerweheg,14.0,4700.0,Eupen,Liège,,,,,50.63211039999999,6.030266399999999
9612.0,,Place de l Hôtel de Ville ,10.0,6200.0,Châtelet,Hainaut,,,,,50.40410620000001,4.523982000000001
9613.0,,Gendebien,55.0,6200.0,Châtelet,Hainaut,,,,,50.416275,4.5224282
9614.0,,Gendebien ,55.0,6200.0,Châtelet,Hainaut,,,,,50.416275,4.5224282
9615.0,,Hector henneaulaan,,1930.0,Zaventem,Vlaams-Brabant,,,,,50.880738,4.4667568
9616.0,,Lange Weversstraat,53.0,9280.0,Denderbelle,Oost-Vlaanderen,,,,,50.9871589,4.1321104
9617.0,,Montaignehof,1.0,3620.0,Lanaken,Limburg,,,,,50.884483,5.636182
9620.0,,Bergense Steenweg,61.0,2270.0,Herenthout,Antwerpen,,,,,51.1486137,4.7673568
9622.0,,Sluisvaartstraat,17.0,8430.0,Middelkerke,West-Vlaanderen,,,,,51.1905467,2.8286754
9623.0,,Kleidstraat,206.0,2630.0,Aartselaar,Antwerpen,,,,,51.1344849,4.3874914
9624.0,,Nijverheidsstraat,15.0,1840.0,Londerzeel,Vlaams-Brabant,,Y,,,51.0115101,4.3253187
9625.0,,Rue Marcel lespagne ,2.0,5540.0,Hastière,Namur,,,,,50.2161784,4.824196199999999
9626.0,,Heemdalstraat ,20.0,2620.0,Hemiksem,Antwerpen,,,,,51.1475116,4.3353547
9627.0,,Heemdalstraat,20.0,2620.0,Hemiksem,Antwerpen,,,,,51.1475116,4.3353547
9628.0,,Ingberthoeveweg,4.0,2630.0,Aartselaar,Antwerpen,,,,,51.1487515,4.3960085
9629.0,,Rue du Chénia ,2.0,7170.0,Manage,Hainaut,,,,,50.5097061,4.2440581
9630.0,,Ninoofsesteenweg,1107.0,1703.0,Schepdaal,Vlaams-Brabant,,,,,50.8368583,4.1767141
